id;type;name;level;tradable;rarity;gender;mob_id;mob_name;mobs_in_loop;mob_loop_time;time_till_item;approx_sell
205;Weapon;Laser Lance Mark V;36;Tradable;Uncommon;Any;2464;Stalactitan;16;0 days 00:02:33.200000;0 days 00:25:22.257552;45660
28;Weapon;Grapeade Grenade;36;Tradable;Uncommon;Any;2464;Stalactitan;16;0 days 00:02:33.200000;0 days 00:25:22.257552;45660
607;Weapon;Steelnose Rifle;19;Tradable;Rare;Any;178;Riot Rogue;39;0 days 00:03:17.791063;0 days 00:24:44.917887;44550
435;Weapon;Raspberry F.R.A.P.P.E.;19;Tradable;Rare;Any;178;Riot Rogue;39;0 days 00:03:17.791063;0 days 00:24:44.917887;44550
49;Shirts;Tailslide Shirt;19;Tradable;Rare;Any;178;Riot Rogue;39;0 days 00:03:17.791063;0 days 00:24:44.917887;44550
391;Pants;Tech Saboteur Pants;19;Tradable;Rare;Any;178;Riot Rogue;39;0 days 00:03:17.791063;0 days 00:24:44.917887;44550
30;Pants;Glasgow Pants;29;Tradable;Rare;Any;2048;Lizard Queen;50;0 days 00:03:20.831222;0 days 00:24:38.178341;44340
25;Hat;Military Beret;29;Tradable;Rare;Any;2048;Lizard Queen;50;0 days 00:03:20.831222;0 days 00:24:38.178341;44340
468;Weapon;Battleship Shooter;29;Tradable;Rare;Any;2048;Lizard Queen;50;0 days 00:03:20.831222;0 days 00:24:38.178341;44340
446;Weapon;Combustion Seeker;29;Tradable;Rare;Any;2048;Lizard Queen;50;0 days 00:03:20.831222;0 days 00:24:38.178341;44340
183;Shoes;Barbary Boots;29;Tradable;Rare;Any;2048;Lizard Queen;50;0 days 00:03:20.831222;0 days 00:24:38.178341;44340
235;Pants;Rapid-Fire Pants;26;Tradable;Rare;Any;422;Slizzard;29;0 days 00:03:11.208044;0 days 00:23:55.495825;43050
327;Weapon;Lightning Edge;26;Tradable;Rare;Any;422;Slizzard;29;0 days 00:03:11.208044;0 days 00:23:55.495825;43050
505;Weapon;Propelled Atomic Suckulator;26;Tradable;Rare;Any;422;Slizzard;29;0 days 00:03:11.208044;0 days 00:23:55.495825;43050
74;Shoes;Crimson Filigree Slippers;33;Tradable;Uncommon;Any;2087;Shellworm;25;0 days 00:03:17.949897;0 days 00:23:48.952245;42870
392;Weapon;Triple Threat Fire Boost;33;Tradable;Uncommon;Any;2087;Shellworm;25;0 days 00:03:17.949897;0 days 00:23:48.952245;42870
40;Glass;Xtra Xtreme Goggles;33;Tradable;Uncommon;Any;2087;Shellworm;25;0 days 00:03:17.949897;0 days 00:23:48.952245;42870
79;Shoes;Hyper Shield Boots;33;Tradable;Uncommon;Any;2087;Shellworm;25;0 days 00:03:17.949897;0 days 00:23:48.952245;42870
262;Weapon;UFO Repeater LE;33;Tradable;Uncommon;Any;2087;Shellworm;25;0 days 00:03:17.949897;0 days 00:23:48.952245;42870
41;Weapon;Sharpened Dreihander;33;Tradable;Uncommon;Any;2087;Shellworm;25;0 days 00:03:17.949897;0 days 00:23:48.952245;42870
239;Shoes;Xenonex Shoes;33;Tradable;Uncommon;Any;2087;Shellworm;25;0 days 00:03:17.949897;0 days 00:23:48.952245;42870
118;Weapon;Featherlight Slicer;33;Tradable;Uncommon;Any;2087;Shellworm;25;0 days 00:03:17.949897;0 days 00:23:48.952245;42870
281;Shirts;Royal Shirt;33;Tradable;Uncommon;Any;2087;Shellworm;25;0 days 00:03:17.949897;0 days 00:23:48.952245;42870
191;Shirts;Extreme Jacket;33;Tradable;Uncommon;Any;2087;Shellworm;25;0 days 00:03:17.949897;0 days 00:23:48.952245;42870
72;Shirts;Seesaw Shirt;30;Tradable;Uncommon;Any;244;Stone Drake;21;0 days 00:02:30.800000;0 days 00:23:35.165165;42450
429;Weapon;Disaster Gun;30;Tradable;Uncommon;Any;244;Stone Drake;21;0 days 00:02:30.800000;0 days 00:23:35.165165;42450
72;Pants;Sheriff Pants;30;Tradable;Uncommon;Any;244;Stone Drake;21;0 days 00:02:30.800000;0 days 00:23:35.165165;42450
362;Pants;Arctic Jeans;30;Tradable;Uncommon;Any;244;Stone Drake;21;0 days 00:02:30.800000;0 days 00:23:35.165165;42450
73;Shoes;Azure Filigree Slippers;30;Tradable;Uncommon;Any;244;Stone Drake;21;0 days 00:02:30.800000;0 days 00:23:35.165165;42450
238;Shoes;Kryptonex Shoes;30;Tradable;Uncommon;Any;244;Stone Drake;21;0 days 00:02:30.800000;0 days 00:23:35.165165;42450
243;Shoes;Jojutsu Sneaks;30;Tradable;Uncommon;Any;244;Stone Drake;21;0 days 00:02:30.800000;0 days 00:23:35.165165;42450
565;Weapon;Surge Cannon 110V;30;Tradable;Uncommon;Any;244;Stone Drake;21;0 days 00:02:30.800000;0 days 00:23:35.165165;42450
301;Shirts;"Football ""77"" Jersey";30;Tradable;Uncommon;Any;244;Stone Drake;21;0 days 00:02:30.800000;0 days 00:23:35.165165;42450
62;Weapon;Falling Star Blade;30;Tradable;Uncommon;Any;244;Stone Drake;21;0 days 00:02:30.800000;0 days 00:23:35.165165;42450
293;Weapon;Hi-Speed Piston Rifle;30;Tradable;Uncommon;Any;244;Stone Drake;21;0 days 00:02:30.800000;0 days 00:23:35.165165;42450
317;Shirts;Speedster Shirt;23;Tradable;Rare;Any;204;Oil Ogre;40;0 days 00:03:12.924696;0 days 00:23:33.057172;42390
132;Shirts;Grand Marshal Shirt;23;Tradable;Rare;Any;204;Oil Ogre;40;0 days 00:03:12.924696;0 days 00:23:33.057172;42390
257;Weapon;Hi-Range Pitch Pistol;23;Tradable;Rare;Any;204;Oil Ogre;40;0 days 00:03:12.924696;0 days 00:23:33.057172;42390
209;Weapon;Pinklight Gun;23;Tradable;Rare;Any;204;Oil Ogre;40;0 days 00:03:12.924696;0 days 00:23:33.057172;42390
279;Shirts;Kingly Shirt;29;Tradable;Uncommon;Any;1986;Creeposaurus Rex;22;0 days 00:03:11.794013;0 days 00:23:28.592926;42270
60;Hat;Hyper Shield Helmet;29;Tradable;Uncommon;Any;1986;Creeposaurus Rex;22;0 days 00:03:11.794013;0 days 00:23:28.592926;42270
597;Weapon;Vertical Scattergun MK-2;29;Tradable;Uncommon;Any;1986;Creeposaurus Rex;22;0 days 00:03:11.794013;0 days 00:23:28.592926;42270
390;Weapon;Triple Threat Water Boost;29;Tradable;Uncommon;Any;1986;Creeposaurus Rex;22;0 days 00:03:11.794013;0 days 00:23:28.592926;42270
260;Weapon;UFO Repeater DX;29;Tradable;Uncommon;Any;1986;Creeposaurus Rex;22;0 days 00:03:11.794013;0 days 00:23:28.592926;42270
104;Weapon;Rock Laser Sword;29;Tradable;Uncommon;Any;1986;Creeposaurus Rex;22;0 days 00:03:11.794013;0 days 00:23:28.592926;42270
261;Shirts;Jojutsu Shirt;29;Tradable;Uncommon;Any;1986;Creeposaurus Rex;22;0 days 00:03:11.794013;0 days 00:23:28.592926;42270
262;Shoes;Hippity Slippers;29;Tradable;Uncommon;Any;1986;Creeposaurus Rex;22;0 days 00:03:11.794013;0 days 00:23:28.592926;42270
70;Shoes;Sheriff Boots;29;Tradable;Uncommon;Any;1986;Creeposaurus Rex;22;0 days 00:03:11.794013;0 days 00:23:28.592926;42270
107;Weapon;Dark Laser Sword;35;Tradable;Uncommon;Any;2093;Shellslug;43;0 days 00:06:51.331134;0 days 00:23:23.668899;42120
247;Weapon;Monster Acid Blaster;35;Tradable;Uncommon;Any;2093;Shellslug;43;0 days 00:06:51.331134;0 days 00:23:23.668899;42120
374;Weapon;Superstorm Claw;35;Tradable;Uncommon;Any;2093;Shellslug;43;0 days 00:06:51.331134;0 days 00:23:23.668899;42120
258;Shirts;Radonex Shirt;35;Tradable;Uncommon;Any;2093;Shellslug;43;0 days 00:06:51.331134;0 days 00:23:23.668899;42120
1;Weapon;Disco Bomb;35;Tradable;Uncommon;Any;2093;Shellslug;43;0 days 00:06:51.331134;0 days 00:23:23.668899;42120
600;Weapon;Vertical Scattergun MK-5;35;Tradable;Uncommon;Any;2093;Shellslug;43;0 days 00:06:51.331134;0 days 00:23:23.668899;42120
369;Pants;Regalia Pants;35;Tradable;Uncommon;Any;2093;Shellslug;43;0 days 00:06:51.331134;0 days 00:23:23.668899;42120
64;Shirts;Drag Racer Shirt;35;Tradable;Uncommon;Any;2093;Shellslug;43;0 days 00:06:51.331134;0 days 00:23:23.668899;42120
179;Shoes;Chuseok Shoes (Girls);32;Tradable;Uncommon;Girls Only;439;Ghastly Growth;20;0 days 00:02:54.441534;0 days 00:23:23.165489;42090
271;Shirts;Duvet Jacket;35;Tradable;Uncommon;Any;2323;Slag Cephalopod;19;0 days 00:02:43.879200;0 days 00:23:04.114869;41520
42;Weapon;Royal Dreihander;35;Tradable;Uncommon;Any;2323;Slag Cephalopod;19;0 days 00:02:43.879200;0 days 00:23:04.114869;41520
605;Weapon;Wind Waster;35;Tradable;Uncommon;Any;2323;Slag Cephalopod;19;0 days 00:02:43.879200;0 days 00:23:04.114869;41520
393;Weapon;Triple Threat Max Boost;35;Tradable;Uncommon;Any;2323;Slag Cephalopod;19;0 days 00:02:43.879200;0 days 00:23:04.114869;41520
119;Weapon;Surgical Slicer;35;Tradable;Uncommon;Any;2323;Slag Cephalopod;19;0 days 00:02:43.879200;0 days 00:23:04.114869;41520
263;Weapon;UFO Repeater SE;35;Tradable;Uncommon;Any;2323;Slag Cephalopod;19;0 days 00:02:43.879200;0 days 00:23:04.114869;41520
88;Shirts;Hyper Shield Shirt;35;Tradable;Uncommon;Any;2323;Slag Cephalopod;19;0 days 00:02:43.879200;0 days 00:23:04.114869;41520
84;Shirts;Violet Filigree Shirt;35;Tradable;Uncommon;Any;2323;Slag Cephalopod;19;0 days 00:02:43.879200;0 days 00:23:04.114869;41520
59;Pants;Scotsman Shorts;35;Tradable;Uncommon;Any;2323;Slag Cephalopod;19;0 days 00:02:43.879200;0 days 00:23:04.114869;41520
445;Weapon;Combustion Spreader;27;Tradable;Rare;Any;433;Scythe Simian;40;0 days 00:04:10.116979;0 days 00:22:53.967145;41220
33;Weapon;Tin Mine;27;Tradable;Rare;Any;433;Scythe Simian;40;0 days 00:04:10.116979;0 days 00:22:53.967145;41220
376;Shoes;Odyssey Shoes;27;Tradable;Rare;Any;433;Scythe Simian;40;0 days 00:04:10.116979;0 days 00:22:53.967145;41220
391;Shoes;Tech Flight Boots;24;Tradable;Rare;Any;407;Sawbreaker;26;0 days 00:02:43.859450;0 days 00:22:46.862275;41010
241;Shirts;Rapid-Fire Shirt;24;Tradable;Rare;Any;407;Sawbreaker;26;0 days 00:02:43.859450;0 days 00:22:46.862275;41010
442;Weapon;Sardine Triceraquin Gun;24;Tradable;Rare;Any;407;Sawbreaker;26;0 days 00:02:43.859450;0 days 00:22:46.862275;41010
325;Weapon;Electro Edge;22;Tradable;Rare;Any;393;Sky Drone;24;0 days 00:02:30.614810;0 days 00:22:36.890185;40710
503;Weapon;Bagless Atomic Suckulator;22;Tradable;Rare;Any;393;Sky Drone;24;0 days 00:02:30.614810;0 days 00:22:36.890185;40710
392;Pants;Tech Spy Pants;22;Tradable;Rare;Any;393;Sky Drone;24;0 days 00:02:30.614810;0 days 00:22:36.890185;40710
293;Pants;Speedster Pants;22;Tradable;Rare;Any;211;Pneumatic Bear;40;0 days 00:03:01.795942;0 days 00:22:11.545752;39960
337;Weapon;Moisturizing S.H.A.V.E.R.A.M.A.;22;Tradable;Rare;Any;211;Pneumatic Bear;40;0 days 00:03:01.795942;0 days 00:22:11.545752;39960
538;Weapon;Habanero Flamethrower;22;Tradable;Rare;Any;211;Pneumatic Bear;40;0 days 00:03:01.795942;0 days 00:22:11.545752;39960
125;Pants;Grand Marshal Pants;22;Tradable;Rare;Any;211;Pneumatic Bear;40;0 days 00:03:01.795942;0 days 00:22:11.545752;39960
690;Weapon;Ice Club;17;Tradable;Ultra Rare;Any;3402;Glacial Golem;26;0 days 00:01:59.063408;0 days 00:22:04.251003;39720
307;Weapon;Subjugator Shuttlegun;16;Tradable;Rare;Any;349;Asphalt Freak;23;0 days 00:02:20.437901;0 days 00:21:57.923241;39540
296;Shoes;Dark Avenger Boots;16;Tradable;Rare;Any;349;Asphalt Freak;23;0 days 00:02:20.437901;0 days 00:21:57.923241;39540
123;Pants;Admiral Pants;16;Tradable;Rare;Any;349;Asphalt Freak;23;0 days 00:02:20.437901;0 days 00:21:57.923241;39540
175;Shoes;Jeongwol Shoes (Boys);36;Tradable;Uncommon;Boys Only;2071;Great Shellslug;23;0 days 00:02:47.053869;0 days 00:21:46.414770;39180
388;Pants;Gold Angel Leggings;27;Tradable;Rare;Any;240;Volcano Toad;42;0 days 00:03:06.294839;0 days 00:21:41.032470;39030
2;Shirts;Gangreen Gang Snake Jacket;27;Tradable;Rare;Any;240;Volcano Toad;42;0 days 00:03:06.294839;0 days 00:21:41.032470;39030
404;Weapon;C.H.E.E.Z.O.O.K.A.;27;Tradable;Rare;Any;240;Volcano Toad;42;0 days 00:03:06.294839;0 days 00:21:41.032470;39030
330;Weapon;Fuse Jammer;27;Tradable;Rare;Any;240;Volcano Toad;42;0 days 00:03:06.294839;0 days 00:21:41.032470;39030
202;Shirts;Chuseok Shirt (Girls);31;Tradable;Uncommon;Girls Only;2084;Wooly Behemoth;33;0 days 00:04:19.566998;0 days 00:21:29.581667;38700
99;Hat;Blue Dynamo Helmet;17;Tradable;Ultra Rare;Any;170;Boardwalk Brawler;23;0 days 00:01:42.255846;0 days 00:21:19.477549;38370
200;Shirts;Hansik Shirt (Girls);25;Tradable;Uncommon;Girls Only;430;Fowl Fiend;26;0 days 00:03:02.314240;0 days 00:21:07.338447;38010
40;Shirts;Turntablist Jersey;24;Tradable;Rare;Boys Only;215;Killowatt;41;0 days 00:02:54.750732;0 days 00:20:49.468986;37470
576;Weapon;Oceanus Scattergun;32;Tradable;Uncommon;Any;439;Ghastly Growth;20;0 days 00:02:54.441534;0 days 00:20:47.258213;37410
483;Weapon;3Con Collider;32;Tradable;Uncommon;Any;439;Ghastly Growth;20;0 days 00:02:54.441534;0 days 00:20:47.258213;37410
58;Pants;Johnny Bravo Trunks;32;Tradable;Uncommon;Any;439;Ghastly Growth;20;0 days 00:02:54.441534;0 days 00:20:47.258213;37410
348;Weapon;Rotation Rifle 20x;32;Tradable;Uncommon;Any;439;Ghastly Growth;20;0 days 00:02:54.441534;0 days 00:20:47.258213;37410
203;Weapon;Laser Lance Mark III;32;Tradable;Uncommon;Any;439;Ghastly Growth;20;0 days 00:02:54.441534;0 days 00:20:47.258213;37410
86;Weapon;Sultan Hammer;32;Tradable;Uncommon;Any;439;Ghastly Growth;20;0 days 00:02:54.441534;0 days 00:20:47.258213;37410
270;Shirts;Comforter Jacket;32;Tradable;Uncommon;Any;439;Ghastly Growth;20;0 days 00:02:54.441534;0 days 00:20:47.258213;37410
83;Shirts;Crimson Filigree Shirt;32;Tradable;Uncommon;Any;439;Ghastly Growth;20;0 days 00:02:54.441534;0 days 00:20:47.258213;37410
84;Hat;Doyle Mask;13;Tradable;Rare;Any;1724;Fire Hydra;22;0 days 00:02:07.336540;0 days 00:20:46.930471;37410
9;Glass;Cyber Goggles;13;Tradable;Rare;Any;1724;Fire Hydra;22;0 days 00:02:07.336540;0 days 00:20:46.930471;37410
47;Shirts;Kickflip Shirt;13;Tradable;Rare;Any;1724;Fire Hydra;22;0 days 00:02:07.336540;0 days 00:20:46.930471;37410
392;Shirts;Windswept Jacket;23;Tradable;Rare;Any;218;Fowl Foe;41;0 days 00:03:49.749925;0 days 00:20:32.035207;36960
408;Shirts;Tech Spy Shirt;23;Tradable;Rare;Any;218;Fowl Foe;41;0 days 00:03:49.749925;0 days 00:20:32.035207;36960
437;Weapon;Brain Freeze F.R.A.P.P.E.;23;Tradable;Rare;Any;218;Fowl Foe;41;0 days 00:03:49.749925;0 days 00:20:32.035207;36960
108;Weapon;Great Dragon Blade;19;Tradable;Ultra Rare;Any;193;Creeper King;45;0 days 00:03:07.563237;0 days 00:20:24.462966;36720
189;Pants;Jeongwol Pants (Boys);34;Tradable;Uncommon;Boys Only;2060;Jurassic Centurion;20;0 days 00:02:31.600000;0 days 00:20:19.433719;36570
38;Pants;Zak Skate Shorts;13;Tradable;Rare;Any;333;Dynamite Mouse;57;0 days 00:05:10.588241;0 days 00:20:06.074249;36180
579;Weapon;Sharkbite;13;Tradable;Rare;Any;333;Dynamite Mouse;57;0 days 00:05:10.588241;0 days 00:20:06.074249;36180
2;Hat;Fox Headdress;13;Tradable;Rare;Any;333;Dynamite Mouse;57;0 days 00:05:10.588241;0 days 00:20:06.074249;36180
21;Shoes;Kodiak Shoes;34;Tradable;Uncommon;Any;2088;Great Eyebulb;26;0 days 00:02:53.138379;0 days 00:20:03.553406;36120
204;Weapon;Laser Lance Mark IV;34;Tradable;Uncommon;Any;2088;Great Eyebulb;26;0 days 00:02:53.138379;0 days 00:20:03.553406;36120
567;Weapon;Surge Cannon 220V;34;Tradable;Uncommon;Any;2088;Great Eyebulb;26;0 days 00:02:53.138379;0 days 00:20:03.553406;36120
431;Weapon;Havoc Gun;34;Tradable;Uncommon;Any;2088;Great Eyebulb;26;0 days 00:02:53.138379;0 days 00:20:03.553406;36120
295;Weapon;Lo-Emission Piston Rifle;34;Tradable;Uncommon;Any;2088;Great Eyebulb;26;0 days 00:02:53.138379;0 days 00:20:03.553406;36120
247;Pants;Radonex Pants;34;Tradable;Uncommon;Any;2088;Great Eyebulb;26;0 days 00:02:53.138379;0 days 00:20:03.553406;36120
87;Weapon;Kaiser Hammer;34;Tradable;Uncommon;Any;2088;Great Eyebulb;26;0 days 00:02:53.138379;0 days 00:20:03.553406;36120
397;Shoes;Snowman Shoes;34;Tradable;Uncommon;Any;2088;Great Eyebulb;26;0 days 00:02:53.138379;0 days 00:20:03.553406;36120
65;Pants;Drag Racer Pants;34;Tradable;Uncommon;Any;2088;Great Eyebulb;26;0 days 00:02:53.138379;0 days 00:20:03.553406;36120
23;Weapon;Melon Bomb;34;Tradable;Uncommon;Any;2088;Great Eyebulb;26;0 days 00:02:53.138379;0 days 00:20:03.553406;36120
371;Shoes;Mock 5 Shoes;6;Tradable;Rare;Any;287;Mad Mower;52;0 days 00:03:29.497457;0 days 00:19:47.021684;35610
379;Shoes;Toasty Boots;6;Tradable;Rare;Any;287;Mad Mower;52;0 days 00:03:29.497457;0 days 00:19:47.021684;35610
125;Shirts;Proton Shirt;6;Tradable;Rare;Any;287;Mad Mower;52;0 days 00:03:29.497457;0 days 00:19:47.021684;35610
511;Weapon;Apex Rifle;6;Tradable;Rare;Any;287;Mad Mower;52;0 days 00:03:29.497457;0 days 00:19:47.021684;35610
572;Weapon;Planetary Legionnaire;34;Tradable;Rare;Any;2063;Great Shellworm;63;0 days 00:05:36.008532;0 days 00:19:42.462459;35460
362;Weapon;Broadside Blaster;34;Tradable;Rare;Any;2063;Great Shellworm;63;0 days 00:05:36.008532;0 days 00:19:42.462459;35460
247;Shirts;Series Circuit Shirt;34;Tradable;Rare;Any;2063;Great Shellworm;63;0 days 00:05:36.008532;0 days 00:19:42.462459;35460
251;Shirts;Shnitzel Tee;33;Tradable;Uncommon;Any;2059;Eyebulb;85;0 days 00:08:12.060799;0 days 00:19:41.268940;35430
56;Shoes;Evil Clown Shoes;33;Tradable;Uncommon;Any;2059;Eyebulb;85;0 days 00:08:12.060799;0 days 00:19:41.268940;35430
229;Shoes;Boot Camp Boots;33;Tradable;Uncommon;Any;2059;Eyebulb;85;0 days 00:08:12.060799;0 days 00:19:41.268940;35430
244;Shoes;Kenjutsu Sneaks;33;Tradable;Uncommon;Any;2059;Eyebulb;85;0 days 00:08:12.060799;0 days 00:19:41.268940;35430
73;Shirts;Heehaw Shirt;33;Tradable;Uncommon;Any;2059;Eyebulb;85;0 days 00:08:12.060799;0 days 00:19:41.268940;35430
321;Shirts;Xtreme Snowboard Shirt;33;Tradable;Uncommon;Any;2059;Eyebulb;85;0 days 00:08:12.060799;0 days 00:19:41.268940;35430
106;Weapon;Doom Laser Sword;33;Tradable;Uncommon;Any;2059;Eyebulb;85;0 days 00:08:12.060799;0 days 00:19:41.268940;35430
246;Weapon;Alien Acid Blaster;33;Tradable;Uncommon;Any;2059;Eyebulb;85;0 days 00:08:12.060799;0 days 00:19:41.268940;35430
373;Weapon;Megashock Claw;33;Tradable;Uncommon;Any;2059;Eyebulb;85;0 days 00:08:12.060799;0 days 00:19:41.268940;35430
529;Weapon;Diskotech 78 RPM;33;Tradable;Uncommon;Any;2059;Eyebulb;85;0 days 00:08:12.060799;0 days 00:19:41.268940;35430
604;Weapon;Wind Wounder;33;Tradable;Uncommon;Any;2059;Eyebulb;85;0 days 00:08:12.060799;0 days 00:19:41.268940;35430
525;Weapon;Astral Spreader;35;Tradable;Rare;Any;2066;Eyebore;39;0 days 00:03:28.962255;0 days 00:19:36.589276;35310
185;Shoes;Zanzibar Boots;35;Tradable;Rare;Any;2066;Eyebore;39;0 days 00:03:28.962255;0 days 00:19:36.589276;35310
408;Weapon;Muenster C.H.E.E.Z.O.O.K.A.;35;Tradable;Rare;Any;2066;Eyebore;39;0 days 00:03:28.962255;0 days 00:19:36.589276;35310
379;Weapon;Pressurebore Bazooka;36;Tradable;Uncommon;Any;2071;Great Shellslug;23;0 days 00:02:47.053869;0 days 00:19:35.773293;35280
555;Weapon;Electric Dart;36;Tradable;Uncommon;Any;2071;Great Shellslug;23;0 days 00:02:47.053869;0 days 00:19:35.773293;35280
461;Weapon;Snotgun;36;Tradable;Uncommon;Any;2071;Great Shellslug;23;0 days 00:02:47.053869;0 days 00:19:35.773293;35280
230;Shoes;Battlefront Boots;36;Tradable;Uncommon;Any;2071;Great Shellslug;23;0 days 00:02:47.053869;0 days 00:19:35.773293;35280
74;Shirts;Bigtop Shirt;36;Tradable;Uncommon;Any;2071;Great Shellslug;23;0 days 00:02:47.053869;0 days 00:19:35.773293;35280
215;Weapon;Stinky Goomaker;36;Tradable;Uncommon;Any;2071;Great Shellslug;23;0 days 00:02:47.053869;0 days 00:19:35.773293;35280
65;Weapon;Heavenly Meteor Blade;36;Tradable;Uncommon;Any;2071;Great Shellslug;23;0 days 00:02:47.053869;0 days 00:19:35.773293;35280
303;Shirts;"Football ""44"" Jersey";36;Tradable;Uncommon;Any;2071;Great Shellslug;23;0 days 00:02:47.053869;0 days 00:19:35.773293;35280
263;Pants;Regal Trousers;36;Tradable;Uncommon;Any;2071;Great Shellslug;23;0 days 00:02:47.053869;0 days 00:19:35.773293;35280
197;Shirts;Chuseok Shirt (Boys);32;Tradable;Uncommon;Boys Only;2029;Bully Behemoth;21;0 days 00:02:48.819823;0 days 00:19:12.196446;34560
376;Pants;Windswept Trousers;22;Tradable;Rare;Any;403;Canyon Creeper;29;0 days 00:02:33.263859;0 days 00:19:10.629575;34530
402;Shirts;Ruby Angel Shirt;22;Tradable;Rare;Any;403;Canyon Creeper;29;0 days 00:02:33.263859;0 days 00:19:10.629575;34530
441;Weapon;Minnow Triceraquin Gun;22;Tradable;Rare;Any;403;Canyon Creeper;29;0 days 00:02:33.263859;0 days 00:19:10.629575;34530
149;Shoes;Djinn Shoes;31;Tradable;Uncommon;Any;2084;Wooly Behemoth;33;0 days 00:04:19.566998;0 days 00:19:06.294815;34380
117;Weapon;Aerial Slicer;31;Tradable;Uncommon;Any;2084;Wooly Behemoth;33;0 days 00:04:19.566998;0 days 00:19:06.294815;34380
284;Weapon;Micro-Particle Rifle;31;Tradable;Uncommon;Any;2084;Wooly Behemoth;33;0 days 00:04:19.566998;0 days 00:19:06.294815;34380
64;Pants;Stunt Driver Pants;31;Tradable;Uncommon;Any;2084;Wooly Behemoth;33;0 days 00:04:19.566998;0 days 00:19:06.294815;34380
246;Pants;Xenonex Pants;31;Tradable;Uncommon;Any;2084;Wooly Behemoth;33;0 days 00:04:19.566998;0 days 00:19:06.294815;34380
251;Pants;Kenjutsu Pants;31;Tradable;Uncommon;Any;2084;Wooly Behemoth;33;0 days 00:04:19.566998;0 days 00:19:06.294815;34380
81;Weapon;Heavier Kerthunker;31;Tradable;Uncommon;Any;2084;Wooly Behemoth;33;0 days 00:04:19.566998;0 days 00:19:06.294815;34380
493;Weapon;Fusebreaker Tornado;31;Tradable;Uncommon;Any;2084;Wooly Behemoth;33;0 days 00:04:19.566998;0 days 00:19:06.294815;34380
52;Pants;Improved Infantry Pants;25;Tradable;Uncommon;Any;430;Fowl Fiend;26;0 days 00:03:02.314240;0 days 00:19:00.604603;34230
244;Pants;Argonex Pants;25;Tradable;Uncommon;Any;430;Fowl Fiend;26;0 days 00:03:02.314240;0 days 00:19:00.604603;34230
39;Shoes;Dino Sneakers;25;Tradable;Uncommon;Any;430;Fowl Fiend;26;0 days 00:03:02.314240;0 days 00:19:00.604603;34230
301;Shoes;Snowboard Boots;25;Tradable;Uncommon;Any;430;Fowl Fiend;26;0 days 00:03:02.314240;0 days 00:19:00.604603;34230
10;Shirts;Eagle Tribal Shirt;25;Tradable;Uncommon;Any;430;Fowl Fiend;26;0 days 00:03:02.314240;0 days 00:19:00.604603;34230
113;Weapon;Plant Club;25;Tradable;Uncommon;Any;430;Fowl Fiend;26;0 days 00:03:02.314240;0 days 00:19:00.604603;34230
174;Weapon;Beamer Xtremer;25;Tradable;Uncommon;Any;430;Fowl Fiend;26;0 days 00:03:02.314240;0 days 00:19:00.604603;34230
312;Weapon;Quantum Laser;25;Tradable;Uncommon;Any;430;Fowl Fiend;26;0 days 00:03:02.314240;0 days 00:19:00.604603;34230
464;Weapon;Corn Popper;25;Tradable;Uncommon;Any;430;Fowl Fiend;26;0 days 00:03:02.314240;0 days 00:19:00.604603;34230
187;Shirts;Green Jacket;24;Tradable;Uncommon;Any;407;Sawbreaker;26;0 days 00:02:43.859450;0 days 00:18:59.051896;34170
584;Weapon;Space Iguana;24;Tradable;Uncommon;Any;407;Sawbreaker;26;0 days 00:02:43.859450;0 days 00:18:59.051896;34170
78;Pants;Mega Shield Pants;24;Tradable;Uncommon;Any;407;Sawbreaker;26;0 days 00:02:43.859450;0 days 00:18:59.051896;34170
383;Weapon;Mecha Pulse Cannon 4000;24;Tradable;Uncommon;Any;407;Sawbreaker;26;0 days 00:02:43.859450;0 days 00:18:59.051896;34170
226;Weapon;Customized Sabre Cannon;24;Tradable;Uncommon;Any;407;Sawbreaker;26;0 days 00:02:43.859450;0 days 00:18:59.051896;34170
372;Pants;Burning Rubber Pants;24;Tradable;Uncommon;Any;407;Sawbreaker;26;0 days 00:02:43.859450;0 days 00:18:59.051896;34170
15;Weapon;Over Easy Bomb;24;Tradable;Uncommon;Any;407;Sawbreaker;26;0 days 00:02:43.859450;0 days 00:18:59.051896;34170
68;Shoes;Buckaroo Boots;24;Tradable;Uncommon;Any;407;Sawbreaker;26;0 days 00:02:43.859450;0 days 00:18:59.051896;34170
226;Shoes;Camo Boots;24;Tradable;Uncommon;Any;407;Sawbreaker;26;0 days 00:02:43.859450;0 days 00:18:59.051896;34170
14;Shirts;Coral Reef Shirt;24;Tradable;Uncommon;Any;407;Sawbreaker;26;0 days 00:02:43.859450;0 days 00:18:59.051896;34170
315;Shirts;Major Glory Shirt;12;Tradable;Rare;Any;136;Ramcycle;13;0 days 00:01:10;0 days 00:18:46.126126;33780
289;Weapon;Deluxe Planecaster;12;Tradable;Rare;Any;136;Ramcycle;13;0 days 00:01:10;0 days 00:18:46.126126;33780
242;Pants;Parallel Circuit Pants;12;Tradable;Rare;Any;136;Ramcycle;13;0 days 00:01:10;0 days 00:18:46.126126;33780
277;Weapon;Vulcan Carbine First Class;18;Tradable;Ultra Rare;Any;184;Alpha Arachnid;51;0 days 00:03:12.611029;0 days 00:18:32.329807;33360
